accession	class	platform	truth_bp	rung_every_nth	mode	seed	target_reads_requested	query_reads_requested	estimate_bp	estimate_over_truth	iqr_low_bp	iqr_high_bp	normalization_engaged	skew_score	skew_verdict	detection_sample_reads	profile_median_depth	retained_reads	total_reads	queries_without_overlaps_pct	small_pool_warning	elapsed	max_rss_kb	exit_status	run_dir
SRR10861751	outlier	OXFORD_NANOPORE	2220590	5	never	4556	1500	750	41107	0.019	28470	41860	no	NA	NA	NA	NA	NA	19606	1.73	no	0:06.51	246696	0	runs/SRR10861751/n5.never.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	5	auto	7	1500	750	1907283	0.859	830390	2380000	yes	128.00	detected	500	5	6230	19606	NA	no	0:01.11	237724	0	runs/SRR10861751/n5.auto.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	5	auto	42	1500	750	1823019	0.821	746300	2280000	yes	112.00	detected	500	5	6238	19606	0.13	no	0:01.13	241548	0	runs/SRR10861751/n5.auto.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	5	auto	4556	1500	750	1939105	0.873	761520	2400000	yes	106.00	detected	500	5	6238	19606	NA	no	0:01.09	248876	0	runs/SRR10861751/n5.auto.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	5	always	7	1500	750	1907283	0.859	830390	2380000	yes	NA	not reported	500	5	6230	19606	NA	no	0:01.09	238556	0	runs/SRR10861751/n5.always.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	5	always	42	1500	750	1823019	0.821	746300	2280000	yes	NA	not reported	500	5	6238	19606	0.13	no	0:01.13	236468	0	runs/SRR10861751/n5.always.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	5	always	4556	1500	750	1939105	0.873	761520	2400000	yes	NA	not reported	500	5	6238	19606	NA	no	0:01.10	240352	0	runs/SRR10861751/n5.always.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	9	never	7	1500	750	40381	0.018	26760	40730	no	NA	NA	NA	NA	NA	10893	2.80	no	0:06.37	270060	0	runs/SRR10861751/n9.never.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	9	never	42	1500	750	39269	0.018	26370	39630	no	NA	NA	NA	NA	NA	10893	3.20	no	0:06.57	322156	0	runs/SRR10861751/n9.never.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	9	never	4556	1500	750	39072	0.018	25430	39390	no	NA	NA	NA	NA	NA	10893	2.80	no	0:06.61	373156	0	runs/SRR10861751/n9.never.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	9	auto	7	1500	750	1987251	0.895	650160	2450000	yes	120.00	detected	500	3	3491	10893	0.13	no	0:00.92	238300	0	runs/SRR10861751/n9.auto.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	9	auto	42	1500	750	1924684	0.867	690810	2330000	yes	119.00	detected	500	3	3448	10893	0.13	no	0:00.86	242956	0	runs/SRR10861751/n9.auto.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	9	auto	4556	1500	750	1975966	0.890	673290	2450000	yes	132.00	detected	500	3	3456	10893	NA	no	0:00.89	241604	0	runs/SRR10861751/n9.auto.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	9	always	7	1500	750	1987251	0.895	650160	2450000	yes	NA	not reported	500	3	3491	10893	0.13	no	0:00.91	248784	0	runs/SRR10861751/n9.always.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	9	always	42	1500	750	1924684	0.867	690810	2330000	yes	NA	not reported	500	3	3448	10893	0.13	no	0:00.89	246648	0	runs/SRR10861751/n9.always.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	9	always	4556	1500	750	1975966	0.890	673290	2450000	yes	NA	not reported	500	3	3456	10893	NA	no	0:00.89	245692	0	runs/SRR10861751/n9.always.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	14	never	7	1500	750	39358	0.018	27610	39630	no	NA	NA	NA	NA	NA	7003	1.87	no	0:06.40	264444	0	runs/SRR10861751/n14.never.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	14	never	42	1500	750	34100	0.015	27090	38740	no	NA	NA	NA	NA	NA	7003	3.47	no	0:06.90	317548	0	runs/SRR10861751/n14.never.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	14	never	4556	1500	750	38940	0.018	27680	39280	no	NA	NA	NA	NA	NA	7003	1.73	no	0:06.25	304648	0	runs/SRR10861751/n14.never.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	14	auto	7	1500	750	1911461	0.861	730160	2330000	yes	121.00	detected	500	2	2253	7003	0.13	no	0:00.76	231200	0	runs/SRR10861751/n14.auto.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	14	auto	42	1500	750	1922456	0.866	685540	2310000	yes	114.00	detected	500	2	2253	7003	0.13	no	0:00.79	203416	0	runs/SRR10861751/n14.auto.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	14	auto	4556	1500	750	1936463	0.872	611160	2450000	yes	107.00	detected	500	2	2277	7003	NA	no	0:00.77	204820	0	runs/SRR10861751/n14.auto.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	14	always	7	1500	750	1911461	0.861	730160	2330000	yes	NA	not reported	500	2	2253	7003	0.13	no	0:00.76	231252	0	runs/SRR10861751/n14.always.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	14	always	42	1500	750	1922456	0.866	685540	2310000	yes	NA	not reported	500	2	2253	7003	0.13	no	0:00.76	196384	0	runs/SRR10861751/n14.always.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	14	always	4556	1500	750	1936463	0.872	611160	2450000	yes	NA	not reported	500	2	2277	7003	NA	no	0:00.78	226048	0	runs/SRR10861751/n14.always.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	18	never	7	1500	750	38769	0.017	26450	39070	no	NA	NA	NA	NA	NA	5447	2.53	no	0:06.86	332212	0	runs/SRR10861751/n18.never.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	18	never	42	1500	750	39966	0.018	27320	40480	no	NA	NA	NA	NA	NA	5447	2.53	no	0:06.27	260480	0	runs/SRR10861751/n18.never.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	18	never	4556	1500	750	39579	0.018	26410	39880	no	NA	NA	NA	NA	NA	5447	1.87	no	0:06.40	281592	0	runs/SRR10861751/n18.never.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	18	auto	7	1500	750	1944796	0.876	588230	2520000	yes	123.00	detected	500	2	1811	5447	1.33	yes	0:00.61	189948	0	runs/SRR10861751/n18.auto.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	18	auto	42	1500	750	1798641	0.810	613740	2310000	yes	119.00	detected	500	2	1810	5447	1.33	yes	0:00.63	180408	0	runs/SRR10861751/n18.auto.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	18	auto	4556	1500	750	1806421	0.813	586650	2490000	yes	121.00	detected	500	2	1810	5447	0.80	yes	0:00.61	173864	0	runs/SRR10861751/n18.auto.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	18	always	7	1500	750	1944796	0.876	588230	2520000	yes	NA	not reported	500	2	1811	5447	1.33	yes	0:00.61	188272	0	runs/SRR10861751/n18.always.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	18	always	42	1500	750	1798641	0.810	613740	2310000	yes	NA	not reported	500	2	1810	5447	1.33	yes	0:00.62	189556	0	runs/SRR10861751/n18.always.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	18	always	4556	1500	750	1806421	0.813	586650	2490000	yes	NA	not reported	500	2	1810	5447	0.80	yes	0:00.60	184236	0	runs/SRR10861751/n18.always.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	22	never	7	1500	750	38110	0.017	25630	38510	no	NA	NA	NA	NA	NA	4456	3.33	no	0:06.51	361052	0	runs/SRR10861751/n22.never.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	22	never	42	1500	750	38922	0.018	26760	39310	no	NA	NA	NA	NA	NA	4456	1.73	no	0:06.63	270296	0	runs/SRR10861751/n22.never.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	22	never	4556	1500	750	41108	0.019	25240	41370	no	NA	NA	NA	NA	NA	4456	2.67	no	0:06.81	307820	0	runs/SRR10861751/n22.never.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	22	auto	7	1500	750	1846606	0.832	619530	2400000	yes	113.00	detected	500	2	1484	4456	2.53	yes	0:00.46	136920	0	runs/SRR10861751/n22.auto.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	22	auto	42	1500	750	1785594	0.804	483740	2370000	yes	119.00	detected	500	2	1474	4456	2.40	yes	0:00.46	133512	0	runs/SRR10861751/n22.auto.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	22	auto	4556	1500	750	1821318	0.820	524680	2380000	yes	124.00	detected	500	2	1485	4456	3.20	yes	0:00.48	138648	0	runs/SRR10861751/n22.auto.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	22	always	7	1500	750	1846606	0.832	619530	2400000	yes	NA	not reported	500	2	1484	4456	2.53	yes	0:00.48	137276	0	runs/SRR10861751/n22.always.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	22	always	42	1500	750	1785594	0.804	483740	2370000	yes	NA	not reported	500	2	1474	4456	2.40	yes	0:00.47	139944	0	runs/SRR10861751/n22.always.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	22	always	4556	1500	750	1821318	0.820	524680	2380000	yes	NA	not reported	500	2	1485	4456	3.20	yes	0:00.47	134812	0	runs/SRR10861751/n22.always.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	30	never	7	750	375	39767	0.018	26430	40320	no	NA	NA	NA	NA	NA	3268	8.53	no	0:01.87	119828	0	runs_deep/SRR10861751/n30.never.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	30	never	42	750	375	38351	0.017	28040	38680	no	NA	NA	NA	NA	NA	3268	6.93	no	0:01.72	105548	0	runs_deep/SRR10861751/n30.never.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	30	never	4556	750	375	41862	0.019	25770	44190	no	NA	NA	NA	NA	NA	3268	7.73	no	0:01.77	106364	0	runs_deep/SRR10861751/n30.never.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	30	auto	7	750	375	1774966	0.799	571250	2430000	yes	109.00	detected	500	1	1056	3268	3.20	yes	0:00.36	108244	0	runs_deep/SRR10861751/n30.auto.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	30	auto	42	750	375	1988380	0.895	621250	2770000	yes	113.00	detected	500	1	1055	3268	3.20	yes	0:00.40	115372	0	runs_deep/SRR10861751/n30.auto.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	30	auto	4556	750	375	1833060	0.825	642990	2340000	yes	112.00	detected	500	1	1054	3268	2.40	yes	0:00.38	118972	0	runs_deep/SRR10861751/n30.auto.s4556
SRR10861751	outlier	OXFORD_NANOPORE	2220590	30	always	7	750	375	1774966	0.799	571250	2430000	yes	NA	not reported	500	1	1056	3268	3.20	yes	0:00.37	125064	0	runs_deep/SRR10861751/n30.always.s7
SRR10861751	outlier	OXFORD_NANOPORE	2220590	30	always	42	750	375	1988380	0.895	621250	2770000	yes	NA	not reported	500	1	1055	3268	3.20	yes	0:00.36	115432	0	runs_deep/SRR10861751/n30.always.s42
SRR10861751	outlier	OXFORD_NANOPORE	2220590	30	always	4556	750	375	1833060	0.825	642990	2340000	yes	NA	not reported	500	1	1054	3268	2.40	yes	0:00.37	110112	0	runs_deep/SRR10861751/n30.always.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	1	never	7	1500	750	51229	0.010	17770	2580000	no	NA	NA	NA	NA	NA	315509	17.73	no	0:11.81	129836	0	runs/SRR12247681/n1.never.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	1	never	42	1500	750	46475	0.009	16890	2300000	no	NA	NA	NA	NA	NA	315509	19.33	no	0:11.88	123668	0	runs/SRR12247681/n1.never.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	1	never	4556	1500	750	50300	0.010	16870	2720000	no	NA	NA	NA	NA	NA	315509	19.47	no	0:11.90	128868	0	runs/SRR12247681/n1.never.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	1	auto	7	1500	750	4630430	0.914	2240000	6350000	yes	124.00	detected	3139	27	141499	315509	17.87	no	0:17.75	156720	0	runs/SRR12247681/n1.auto.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	1	auto	42	1500	750	4645910	0.917	2250000	6410000	yes	125.00	detected	3120	27	141591	315509	18.00	no	0:18.01	146508	0	runs/SRR12247681/n1.auto.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	1	auto	4556	1500	750	4505749	0.889	2000000	6280000	yes	104.00	detected	3172	27	141391	315509	20.27	no	0:18.86	144984	0	runs/SRR12247681/n1.auto.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	1	always	7	1500	750	4630430	0.914	2240000	6350000	yes	NA	not reported	3139	27	141499	315509	17.87	no	0:18.44	155360	0	runs/SRR12247681/n1.always.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	1	always	42	1500	750	4645910	0.917	2250000	6410000	yes	NA	not reported	3120	27	141591	315509	18.00	no	0:18.13	154656	0	runs/SRR12247681/n1.always.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	1	always	4556	1500	750	4505749	0.889	2000000	6280000	yes	NA	not reported	3172	27	141391	315509	20.27	no	0:18.48	145320	0	runs/SRR12247681/n1.always.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	9	never	7	1500	750	46690	0.009	17220	2540000	no	NA	NA	NA	NA	NA	35057	20.40	no	0:01.22	119772	0	runs/SRR12247681/n9.never.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	9	never	42	1500	750	42487	0.008	17070	2420000	no	NA	NA	NA	NA	NA	35057	19.60	no	0:01.40	134888	0	runs/SRR12247681/n9.never.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	9	never	4556	1500	750	45635	0.009	16360	103420	no	NA	NA	NA	NA	NA	35057	20.53	no	0:01.28	121928	0	runs/SRR12247681/n9.never.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	9	auto	7	1500	750	4159710	0.821	1730000	5920000	yes	74.00	detected	500	6	18610	35057	19.47	no	0:01.02	155820	0	runs/SRR12247681/n9.auto.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	9	auto	42	1500	750	4347991	0.858	1660000	5780000	yes	69.00	detected	500	5	18239	35057	20.00	no	0:01.06	173476	0	runs/SRR12247681/n9.auto.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	9	auto	4556	1500	750	4761091	0.940	2140000	6650000	yes	74.00	detected	500	5	18263	35057	15.73	no	0:01.08	187588	0	runs/SRR12247681/n9.auto.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	9	always	7	1500	750	4159710	0.821	1730000	5920000	yes	NA	not reported	500	6	18610	35057	19.47	no	0:01.07	153680	0	runs/SRR12247681/n9.always.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	9	always	42	1500	750	4347991	0.858	1660000	5780000	yes	NA	not reported	500	5	18239	35057	20.00	no	0:01.07	178104	0	runs/SRR12247681/n9.always.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	9	always	4556	1500	750	4761091	0.940	2140000	6650000	yes	NA	not reported	500	5	18263	35057	15.73	no	0:01.12	194880	0	runs/SRR12247681/n9.always.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	18	never	7	1500	750	44664	0.009	16820	2910000	no	NA	NA	NA	NA	NA	17529	19.33	no	0:01.14	114596	0	runs/SRR12247681/n18.never.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	18	never	42	1500	750	46682	0.009	17090	372820	no	NA	NA	NA	NA	NA	17529	16.80	no	0:01.34	122064	0	runs/SRR12247681/n18.never.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	18	never	4556	1500	750	58755	0.012	16810	2550000	no	NA	NA	NA	NA	NA	17529	18.80	no	0:01.15	114444	0	runs/SRR12247681/n18.never.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	18	auto	7	1500	750	5124237	1.011	1880000	6740000	yes	74.00	detected	500	3	9308	17529	18.40	no	0:00.71	184852	0	runs/SRR12247681/n18.auto.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	18	auto	42	1500	750	4598476	0.908	1300000	6100000	yes	78.00	detected	500	3	9324	17529	20.93	no	0:00.72	186424	0	runs/SRR12247681/n18.auto.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	18	auto	4556	1500	750	4557290	0.899	1400000	6000000	yes	82.00	detected	500	3	9305	17529	16.40	no	0:00.73	163632	0	runs/SRR12247681/n18.auto.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	18	always	7	1500	750	5124237	1.011	1880000	6740000	yes	NA	not reported	500	3	9308	17529	18.40	no	0:00.74	180936	0	runs/SRR12247681/n18.always.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	18	always	42	1500	750	4598476	0.908	1300000	6100000	yes	NA	not reported	500	3	9324	17529	20.93	no	0:00.75	181668	0	runs/SRR12247681/n18.always.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	18	always	4556	1500	750	4557290	0.899	1400000	6000000	yes	NA	not reported	500	3	9305	17529	16.40	no	0:00.79	163400	0	runs/SRR12247681/n18.always.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	27	never	7	1500	750	55779	0.011	16870	2660000	no	NA	NA	NA	NA	NA	11686	19.47	no	0:01.17	117508	0	runs/SRR12247681/n27.never.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	27	never	42	1500	750	53124	0.010	17000	2230000	no	NA	NA	NA	NA	NA	11686	20.27	no	0:01.16	118560	0	runs/SRR12247681/n27.never.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	27	never	4556	1500	750	45833	0.009	17740	3030000	no	NA	NA	NA	NA	NA	11686	19.87	no	0:01.13	119816	0	runs/SRR12247681/n27.never.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	27	auto	7	1500	750	4349810	0.858	2090000	6190000	yes	82.00	detected	500	2	6227	11686	19.87	no	0:00.56	165496	0	runs/SRR12247681/n27.auto.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	27	auto	42	1500	750	4746937	0.937	1830000	6300000	yes	71.00	detected	500	2	6228	11686	19.60	no	0:00.58	164488	0	runs/SRR12247681/n27.auto.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	27	auto	4556	1500	750	4522284	0.892	1970000	6310000	yes	70.00	detected	500	2	6226	11686	16.93	no	0:00.61	186188	0	runs/SRR12247681/n27.auto.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	27	always	7	1500	750	4349810	0.858	2090000	6190000	yes	NA	not reported	500	2	6227	11686	19.87	no	0:00.65	164844	0	runs/SRR12247681/n27.always.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	27	always	42	1500	750	4746937	0.937	1830000	6300000	yes	NA	not reported	500	2	6228	11686	19.60	no	0:00.63	162672	0	runs/SRR12247681/n27.always.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	27	always	4556	1500	750	4522284	0.892	1970000	6310000	yes	NA	not reported	500	2	6226	11686	16.93	no	0:00.65	176728	0	runs/SRR12247681/n27.always.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	45	never	7	1500	750	49218	0.010	17250	2460000	no	NA	NA	NA	NA	NA	7012	18.53	no	0:01.20	124256	0	runs/SRR12247681/n45.never.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	45	never	42	1500	750	43754	0.009	16510	2400000	no	NA	NA	NA	NA	NA	7012	17.33	no	0:01.31	125668	0	runs/SRR12247681/n45.never.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	45	never	4556	1500	750	49506	0.010	17240	2570000	no	NA	NA	NA	NA	NA	7012	14.53	no	0:01.22	120924	0	runs/SRR12247681/n45.never.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	45	auto	7	1500	750	4367750	0.862	494830	6290000	yes	72.00	detected	500	2	3867	7012	16.13	no	0:00.55	168524	0	runs/SRR12247681/n45.auto.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	45	auto	42	1500	750	4367344	0.862	1830000	6200000	yes	78.00	detected	500	2	3835	7012	20.00	no	0:00.54	168048	0	runs/SRR12247681/n45.auto.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	45	auto	4556	1500	750	4576090	0.903	1830000	6360000	yes	76.00	detected	500	2	3823	7012	19.60	no	0:00.53	171780	0	runs/SRR12247681/n45.auto.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	45	always	7	1500	750	4367750	0.862	494830	6290000	yes	NA	not reported	500	2	3867	7012	16.13	no	0:00.54	168064	0	runs/SRR12247681/n45.always.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	45	always	42	1500	750	4367344	0.862	1830000	6200000	yes	NA	not reported	500	2	3835	7012	20.00	no	0:00.63	164124	0	runs/SRR12247681/n45.always.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	45	always	4556	1500	750	4576090	0.903	1830000	6360000	yes	NA	not reported	500	2	3823	7012	19.60	no	0:00.55	176160	0	runs/SRR12247681/n45.always.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	54	never	7	1500	750	45788	0.009	16150	2470000	no	NA	NA	NA	NA	NA	5843	20.27	no	0:01.24	116576	0	runs/SRR12247681/n54.never.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	54	never	42	1500	750	53287	0.011	16720	2360000	no	NA	NA	NA	NA	NA	5843	16.53	no	0:01.20	116548	0	runs/SRR12247681/n54.never.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	54	never	4556	1500	750	50787	0.010	18410	2960000	no	NA	NA	NA	NA	NA	5843	17.33	no	0:01.17	123016	0	runs/SRR12247681/n54.never.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	54	auto	7	1500	750	4435723	0.875	1280000	6290000	yes	70.00	detected	500	1	3069	5843	20.93	no	0:00.49	164284	0	runs/SRR12247681/n54.auto.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	54	auto	42	1500	750	4915228	0.970	2130000	6420000	yes	65.00	detected	500	1	3066	5843	20.40	no	0:00.54	162024	0	runs/SRR12247681/n54.auto.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	54	auto	4556	1500	750	4667674	0.921	2160000	6200000	yes	70.00	detected	500	1	3037	5843	21.07	no	0:00.50	146616	0	runs/SRR12247681/n54.auto.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	54	always	7	1500	750	4435723	0.875	1280000	6290000	yes	NA	not reported	500	1	3069	5843	20.93	no	0:00.52	153848	0	runs/SRR12247681/n54.always.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	54	always	42	1500	750	4915228	0.970	2130000	6420000	yes	NA	not reported	500	1	3066	5843	20.40	no	0:00.51	151720	0	runs/SRR12247681/n54.always.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	54	always	4556	1500	750	4667674	0.921	2160000	6200000	yes	NA	not reported	500	1	3037	5843	21.07	no	0:00.48	155344	0	runs/SRR12247681/n54.always.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	72	never	7	750	375	44732	0.009	15810	62320	no	NA	NA	NA	NA	NA	4383	26.13	no	0:00.45	77692	0	runs_deep/SRR12247681/n72.never.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	72	never	42	750	375	17962	0.004	16740	50500	no	NA	NA	NA	NA	NA	4383	30.67	no	0:00.50	70340	0	runs_deep/SRR12247681/n72.never.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	72	never	4556	750	375	26371	0.005	16790	59830	no	NA	NA	NA	NA	NA	4383	27.20	no	0:00.47	64952	0	runs_deep/SRR12247681/n72.never.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	72	auto	7	750	375	3218145	0.635	309780	3910000	yes	72.00	detected	500	1	2326	4383	37.07	no	0:00.38	108980	0	runs_deep/SRR12247681/n72.auto.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	72	auto	42	750	375	3262344	0.644	253700	3810000	yes	66.00	detected	500	1	2316	4383	36.53	no	0:00.57	97884	0	runs_deep/SRR12247681/n72.auto.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	72	auto	4556	750	375	3738592	0.738	1000000	4340000	yes	72.00	detected	500	1	2327	4383	31.73	no	0:00.33	112768	0	runs_deep/SRR12247681/n72.auto.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	72	always	7	750	375	3218145	0.635	309780	3910000	yes	NA	not reported	500	1	2326	4383	37.07	no	0:00.41	106692	0	runs_deep/SRR12247681/n72.always.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	72	always	42	750	375	3262344	0.644	253700	3810000	yes	NA	not reported	500	1	2316	4383	36.53	no	0:00.40	102428	0	runs_deep/SRR12247681/n72.always.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	72	always	4556	750	375	3738592	0.738	1000000	4340000	yes	NA	not reported	500	1	2327	4383	31.73	no	0:00.57	112600	0	runs_deep/SRR12247681/n72.always.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	100	never	7	750	375	18808	0.004	14270	46850	no	NA	NA	NA	NA	NA	3156	27.20	no	0:01.30	64144	0	runs_deep/SRR12247681/n100.never.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	100	never	42	750	375	41129	0.008	14910	61010	no	NA	NA	NA	NA	NA	3156	28.80	no	0:00.47	67588	0	runs_deep/SRR12247681/n100.never.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	100	never	4556	750	375	17490	0.003	15330	49880	no	NA	NA	NA	NA	NA	3156	28.53	no	0:00.54	72700	0	runs_deep/SRR12247681/n100.never.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	100	auto	7	750	375	3323262	0.656	378080	4020000	yes	70.00	detected	500	1	1674	3156	37.33	no	0:00.33	105636	0	runs_deep/SRR12247681/n100.auto.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	100	auto	42	750	375	3292055	0.650	182150	4180000	yes	81.00	detected	500	1	1670	3156	33.33	no	0:00.47	95820	0	runs_deep/SRR12247681/n100.auto.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	100	auto	4556	750	375	3293328	0.650	186880	3910000	yes	83.00	detected	500	1	1682	3156	32.53	no	0:00.28	88072	0	runs_deep/SRR12247681/n100.auto.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	100	always	7	750	375	3323262	0.656	378080	4020000	yes	NA	not reported	500	1	1674	3156	37.33	no	0:00.40	107900	0	runs_deep/SRR12247681/n100.always.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	100	always	42	750	375	3292055	0.650	182150	4180000	yes	NA	not reported	500	1	1670	3156	33.33	no	0:00.35	86472	0	runs_deep/SRR12247681/n100.always.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	100	always	4556	750	375	3293328	0.650	186880	3910000	yes	NA	not reported	500	1	1682	3156	32.53	no	0:00.38	85388	0	runs_deep/SRR12247681/n100.always.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	130	never	7	750	375	54884	0.011	17450	738400	no	NA	NA	NA	NA	NA	2427	28.80	no	0:00.48	74252	0	runs_deep/SRR12247681/n130.never.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	130	never	42	750	375	26812	0.005	16310	60110	no	NA	NA	NA	NA	NA	2427	28.00	no	0:00.44	61472	0	runs_deep/SRR12247681/n130.never.s42
