group	run	truth_percentile
pacbio_nanopore_preset	SRR11290117	12.15
pacbio_nanopore_preset	SRR11290118	5.29
pacbio_nanopore_preset	SRR11290119	0.54
pacbio_nanopore_preset	SRR11306710	11.56
pacbio_nanopore_preset	SRR11317973	8.97
pacbio_nanopore_preset	SRR11365219	10.26
pacbio_nanopore_preset	SRR11451958	3.75
pacbio_nanopore_preset	SRR11462379	20.05
pacbio_nanopore_preset	SRR11507283	24.82
pacbio_nanopore_preset	SRR11513892	6.16
pacbio_nanopore_preset	SRR11513901	30.06
pacbio_nanopore_preset	SRR11513908	5.00
pacbio_nanopore_preset	SRR11553454	40.18
pacbio_nanopore_preset	SRR11553455	46.50
pacbio_nanopore_preset	SRR11778447	9.57
pacbio_nanopore_preset	SRR11880653	12.39
pacbio_nanopore_preset	SRR11977808	55.44
pacbio_nanopore_preset	SRR12020159	17.84
pacbio_nanopore_preset	SRR12042540	15.84
pacbio_nanopore_preset	SRR12066800	5.41
pacbio_nanopore_preset	SRR12073574	12.20
pacbio_nanopore_preset	SRR12073575	4.14
pacbio_nanopore_preset	SRR12135868	0.00
pacbio_nanopore_preset	SRR12147485	10.38
pacbio_nanopore_preset	SRR12158098	5.98
pacbio_nanopore_preset	SRR12158100	6.45
pacbio_nanopore_preset	SRR12211926	0.00
pacbio_nanopore_preset	SRR12298352	11.95
pacbio_nanopore_preset	SRR12298448	15.25
pacbio_nanopore_preset	SRR12339180	50.93
pacbio_nanopore_preset	SRR12367305	2.09
pacbio_nanopore_preset	SRR12390689	6.97
pacbio_nanopore_preset	SRR12390701	9.57
pacbio_nanopore_preset	SRR12396136	12.15
pacbio_nanopore_preset	SRR12507229	7.92
pacbio_nanopore_preset	SRR12507232	15.58
pacbio_nanopore_preset	SRR12563834	8.14
pacbio_nanopore_preset	SRR12607128	24.95
pacbio_nanopore_preset	SRR12622555	4.85
pacbio_nanopore_preset	SRR12704060	21.11
pacbio_nanopore_preset	SRR12704061	32.98
pacbio_nanopore_preset	SRR12739076	2.62
pacbio_nanopore_preset	SRR12739077	2.63
pacbio_nanopore_preset	SRR12739078	3.05
pacbio_nanopore_preset	SRR12800422	26.17
pacbio_nanopore_preset	SRR12811577	5.86
pacbio_nanopore_preset	SRR12811583	2.76
pacbio_nanopore_preset	SRR12811588	1.59
pacbio_nanopore_preset	SRR12811598	7.29
pacbio_nanopore_preset	SRR12825849	8.57
pacbio_nanopore_preset	SRR12825855	7.15
pacbio_nanopore_preset	SRR12825879	25.93
pacbio_nanopore_preset	SRR12825882	18.25
pacbio_nanopore_preset	SRR12933777	54.62
pacbio_nanopore_preset	SRR12933779	21.91
pacbio_nanopore_preset	SRR12934924	21.41
pacbio_nanopore_preset	SRR12934927	20.49
pacbio_nanopore_preset	SRR12936660	15.99
pacbio_nanopore_preset	SRR12937956	3.30
pacbio_nanopore_preset	SRR12937959	10.47
pacbio_nanopore_preset	SRR12938614	14.51
pacbio_nanopore_preset	SRR12938618	5.89
pacbio_nanopore_preset	SRR12938891	15.99
pacbio_nanopore_preset	SRR12938913	15.11
pacbio_nanopore_preset	SRR12938915	13.94
pacbio_nanopore_preset	SRR12938961	15.65
pacbio_nanopore_preset	SRR12953601	1.04
pacbio_nanopore_preset	SRR12970172	12.82
pacbio_nanopore_preset	SRR12970238	5.97
pacbio_nanopore_preset	SRR12970287	11.89
pacbio_nanopore_preset	SRR12975746	15.35
pacbio_nanopore_preset	SRR13014167	3.36
pacbio_nanopore_preset	SRR13181161	11.95
pacbio_nanopore_preset	SRR13181163	15.60
pacbio_nanopore_preset	SRR13181232	16.43
pacbio_nanopore_preset	SRR13181256	8.33
pacbio_nanopore_preset	SRR13181480	13.88
pacbio_nanopore_preset	SRR13181598	24.85
pacbio_nanopore_preset	SRR13181644	13.58
pacbio_nanopore_preset	SRR13181648	23.53
pacbio_nanopore_preset	SRR13181652	11.55
pacbio_nanopore_preset	SRR13181654	14.62
pacbio_nanopore_preset	SRR13181655	12.57
pacbio_nanopore_preset	SRR13181968	16.41
pacbio_nanopore_preset	SRR13181987	19.83
pacbio_nanopore_preset	SRR13182350	16.29
pacbio_nanopore_preset	SRR13182352	21.26
pacbio_nanopore_preset	SRR13182360	24.74
pacbio_nanopore_preset	SRR13182422	22.24
pacbio_nanopore_preset	SRR13182559	23.16
pacbio_nanopore_preset	SRR13182589	21.23
pacbio_nanopore_preset	SRR13182691	25.01
pacbio_nanopore_preset	SRR13183063	24.63
pacbio_nanopore_preset	SRR13183064	75.47
pacbio_nanopore_preset	SRR13183065	29.59
pacbio_nanopore_preset	SRR13183067	72.61
pacbio_nanopore_preset	SRR13183068	28.55
pacbio_nanopore_preset	SRR13183069	29.65
pacbio_nanopore_preset	SRR13183070	22.22
pacbio_nanopore_preset	SRR13183072	34.18
pacbio_nanopore_preset	SRR13183073	11.09
pacbio_nanopore_preset	SRR13195542	11.95
pacbio_nanopore_preset	SRR13238532	19.09
pacbio_nanopore_preset	SRR13355265	29.98
pacbio_nanopore_preset	SRR13365414	31.36
pacbio_nanopore_preset	SRR13443114	19.82
pacbio_nanopore_preset	SRR13447360	19.43
pacbio_nanopore_preset	SRR13449989	17.20
pacbio_nanopore_preset	SRR13642592	33.05
pacbio_nanopore_preset	SRR13668413	28.54
pacbio_nanopore_preset	SRR13668427	22.04
pacbio_nanopore_preset	SRR13668439	29.12
pacbio_nanopore_preset	SRR13670000	25.32
pacbio_nanopore_preset	SRR13670131	31.22
pacbio_nanopore_preset	SRR13670628	32.95
pacbio_nanopore_preset	SRR13672888	32.63
pacbio_nanopore_preset	SRR13674228	26.61
pacbio_nanopore_preset	SRR13674234	15.50
pacbio_nanopore_preset	SRR13674408	19.76
pacbio_nanopore_preset	SRR13674440	15.25
pacbio_nanopore_preset	SRR13674457	19.70
pacbio_nanopore_preset	SRR13674459	20.49
pacbio_nanopore_preset	SRR13674460	13.78
pacbio_nanopore_preset	SRR13674462	16.01
pacbio_nanopore_preset	SRR13674464	11.50
pacbio_nanopore_preset	SRR13837247	52.21
pacbio_nanopore_preset	SRR14069006	39.12
pacbio_nanopore_preset	SRR14069081	37.97
pacbio_nanopore_preset	SRR14069623	34.54
pacbio_nanopore_preset	SRR14075991	13.96
pacbio_nanopore_preset	SRR14103433	40.07
pacbio_nanopore_preset	SRR14108820	19.64
pacbio_nanopore_preset	SRR14108825	32.44
pacbio_nanopore_preset	SRR14108827	27.99
pacbio_nanopore_preset	SRR14140347	22.36
pacbio_nanopore_preset	SRR14181225	7.97
pacbio_nanopore_preset	SRR14294771	58.88
pacbio_nanopore_preset	SRR14294773	57.72
pacbio_nanopore_preset	SRR14294776	61.61
pacbio_nanopore_preset	SRR14294777	57.53
pacbio_nanopore_preset	SRR14294779	20.99
pacbio_nanopore_preset	SRR14294782	24.90
pacbio_nanopore_preset	SRR14294783	31.28
pacbio_nanopore_preset	SRR14294785	62.59
pacbio_nanopore_preset	SRR14294788	67.26
pacbio_nanopore_preset	SRR14294789	57.91
pacbio_nanopore_preset	SRR14318404	31.07
pacbio_nanopore_preset	SRR14417043	24.91
pacbio_nanopore_preset	SRR14419376	20.03
pacbio_nanopore_preset	SRR14419378	32.81
pacbio_nanopore_preset	SRR14419384	15.86
pacbio_nanopore_preset	SRR14419388	10.99
pacbio_nanopore_preset	SRR14458708	29.72
pacbio_nanopore_preset	SRR14619782	6.77
pacbio_nanopore_preset	SRR14621278	5.46
pacbio_nanopore_preset	SRR14621967	5.72
pacbio_nanopore_preset	SRR14693196	15.61
pacbio_nanopore_preset	SRR14693198	14.55
pacbio_nanopore_preset	SRR14757211	32.60
pacbio_nanopore_preset	SRR14757212	32.41
pacbio_nanopore_preset	SRR14757213	26.71
pacbio_nanopore_preset	SRR14757215	30.32
pacbio_nanopore_preset	SRR14757216	33.01
pacbio_nanopore_preset	SRR14757217	28.92
pacbio_nanopore_preset	SRR14757218	32.03
pacbio_nanopore_preset	SRR14757219	34.67
pacbio_nanopore_preset	SRR14757220	28.80
pacbio_nanopore_preset	SRR14757221	27.50
pacbio_nanopore_preset	SRR14757222	31.13
pacbio_nanopore_preset	SRR14757224	26.17
pacbio_nanopore_preset	SRR14867659	11.91
pacbio_nanopore_preset	SRR15032814	46.53
pacbio_nanopore_preset	SRR15032816	46.75
pacbio_nanopore_preset	SRR15032817	42.76
pacbio_nanopore_preset	SRR15070654	13.98
pacbio_nanopore_preset	SRR15070656	17.09
pacbio_nanopore_preset	SRR15075397	24.34
pacbio_nanopore_preset	SRR15075399	19.79
pacbio_nanopore_preset	SRR15075400	18.42
pacbio_nanopore_preset	SRR15075449	28.02
pacbio_nanopore_preset	SRR15075454	23.89
pacbio_nanopore_preset	SRR15075462	20.19
pacbio_nanopore_preset	SRR15076203	26.69
pacbio_nanopore_preset	SRR15076260	23.34
pacbio_nanopore_preset	SRR15076386	25.98
pacbio_nanopore_preset	SRR15076581	19.05
pacbio_nanopore_preset	SRR15076584	13.05
pacbio_nanopore_preset	SRR15076596	10.28
pacbio_nanopore_preset	SRR15076597	14.43
pacbio_nanopore_preset	SRR15076623	16.93
pacbio_nanopore_preset	SRR15076625	13.06
pacbio_nanopore_preset	SRR15076628	19.35
pacbio_nanopore_preset	SRR15076629	13.26
pacbio_nanopore_preset	SRR15076632	16.61
pacbio_nanopore_preset	SRR15079688	11.62
pacbio_nanopore_preset	SRR15079691	19.72
pacbio_nanopore_preset	SRR15079693	11.37
pacbio_nanopore_preset	SRR15079695	13.58
pacbio_nanopore_preset	SRR15079697	13.03
pacbio_nanopore_preset	SRR15079699	10.41
pacbio_nanopore_preset	SRR15079701	17.77
pacbio_nanopore_preset	SRR15139186	21.82
pacbio_nanopore_preset	SRR15140980	26.87
pacbio_nanopore_preset	SRR15171257	31.94
pacbio_nanopore_preset	SRR15195250	44.21
pacbio_nanopore_preset	SRR15244009	18.90
pacbio_nanopore_preset	SRR15291770	41.25
pacbio_nanopore_preset	SRR15291771	31.68
pacbio_nanopore_preset	SRR15390434	40.04
pacbio_nanopore_preset	SRR15390484	38.66
pacbio_nanopore_preset	SRR15521836	6.38
pacbio_nanopore_preset	SRR15521837	16.07
pacbio_nanopore_preset	SRR15521842	9.44
pacbio_nanopore_preset	SRR15521844	7.50
pacbio_nanopore_preset	SRR15521845	7.29
pacbio_nanopore_preset	SRR15530284	6.93
pacbio_nanopore_preset	SRR15540408	1.42
pacbio_nanopore_preset	SRR15540421	2.48
pacbio_nanopore_preset	SRR15600651	27.07
pacbio_nanopore_preset	SRR15616890	8.85
pacbio_nanopore_preset	SRR15674694	19.47
pacbio_nanopore_preset	SRR15683928	29.80
pacbio_nanopore_preset	SRR15838435	6.40
pacbio_nanopore_preset	SRR15871657	17.10
pacbio_nanopore_preset	SRR15959708	17.49
pacbio_nanopore_preset	SRR16016662	19.21
pacbio_nanopore_preset	SRR16089729	19.84
pacbio_nanopore_preset	SRR16089745	38.74
pacbio_nanopore_preset	SRR16089767	14.03
pacbio_nanopore_preset	SRR16089769	34.50
pacbio_nanopore_preset	SRR16089773	31.07
pacbio_nanopore_preset	SRR16089781	36.83
pacbio_nanopore_preset	SRR16089785	35.86
pacbio_nanopore_preset	SRR16089787	37.98
pacbio_nanopore_preset	SRR16089789	36.26
pacbio_nanopore_preset	SRR16089793	43.43
pacbio_nanopore_preset	SRR16089794	33.96
pacbio_nanopore_preset	SRR16089807	38.02
pacbio_nanopore_preset	SRR16093181	29.83
pacbio_nanopore_preset	SRR16093182	28.01
pacbio_nanopore_preset	SRR16093183	27.55
pacbio_nanopore_preset	SRR16178825	13.02
pacbio_nanopore_preset	SRR16249240	12.10
pacbio_nanopore_preset	SRR16249248	16.26
pacbio_nanopore_preset	SRR16249284	25.38
pacbio_nanopore_preset	SRR16249301	25.65
pacbio_nanopore_preset	SRR16249313	25.59
pacbio_nanopore_preset	SRR16249315	14.01
pacbio_nanopore_preset	SRR16249366	8.76
pacbio_nanopore_preset	SRR16249368	8.65
pacbio_nanopore_preset	SRR16251405	17.98
pacbio_nanopore_preset	SRR16251406	15.78
pacbio_nanopore_preset	SRR16251409	8.61
pacbio_nanopore_preset	SRR16251423	17.65
pacbio_nanopore_preset	SRR16251444	10.73
pacbio_nanopore_preset	SRR16259016	24.12
pacbio_nanopore_preset	SRR16259204	25.82
pacbio_nanopore_preset	SRR16259360	23.06
pacbio_nanopore_preset	SRR16259583	19.64
pacbio_nanopore_preset	SRR16259731	13.44
pacbio_nanopore_preset	SRR16263410	18.74
pacbio_nanopore_preset	SRR16263412	13.77
pacbio_nanopore_preset	SRR16263435	19.57
pacbio_nanopore_preset	SRR16308509	4.24
pacbio_nanopore_preset	SRR16494726	25.81
pacbio_nanopore_preset	SRR16494727	37.21
pacbio_nanopore_preset	SRR16494730	26.82
pacbio_nanopore_preset	SRR16631313	82.55
pacbio_nanopore_preset	SRR16676985	34.93
pacbio_nanopore_preset	SRR16676988	33.06
pacbio_nanopore_preset	SRR16767125	81.55
pacbio_nanopore_preset	SRR16805543	38.64
pacbio_nanopore_preset	SRR16950002	26.98
pacbio_nanopore_preset	SRR16950003	24.81
pacbio_nanopore_preset	SRR16950004	31.45
pacbio_nanopore_preset	SRR16950006	31.83
pacbio_nanopore_preset	SRR16950007	29.75
pacbio_nanopore_preset	SRR16950008	27.51
pacbio_nanopore_preset	SRR16950009	34.55
pacbio_nanopore_preset	SRR16962373	25.86
pacbio_nanopore_preset	SRR16962374	28.94
pacbio_nanopore_preset	SRR16962375	32.40
pacbio_nanopore_preset	SRR16962376	27.03
pacbio_nanopore_preset	SRR16962377	26.50
pacbio_nanopore_preset	SRR16962378	24.64
pacbio_nanopore_preset	SRR16962380	27.55
pacbio_nanopore_preset	SRR16962382	15.00
pacbio_nanopore_preset	SRR16962383	23.09
pacbio_nanopore_preset	SRR16962385	25.61
pacbio_nanopore_preset	SRR16962387	23.32
pacbio_nanopore_preset	SRR16962389	25.22
pacbio_nanopore_preset	SRR16962390	30.56
pacbio_nanopore_preset	SRR16962391	24.66
pacbio_nanopore_preset	SRR16962393	28.93
pacbio_nanopore_preset	SRR16962394	30.46
pacbio_nanopore_preset	SRR16962395	36.20
pacbio_nanopore_preset	SRR16962396	27.66
pacbio_nanopore_preset	SRR16962397	32.34
pacbio_nanopore_preset	SRR16962400	33.63
pacbio_nanopore_preset	SRR16962406	32.54
pacbio_nanopore_preset	SRR16962407	24.33
pacbio_nanopore_preset	SRR16962408	31.59
pacbio_nanopore_preset	SRR16972384	8.27
pacbio_nanopore_preset	SRR17000714	4.93
pacbio_nanopore_preset	SRR17115571	8.61
pacbio_nanopore_preset	SRR17117120	17.74
pacbio_nanopore_preset	SRR17117122	15.92
pacbio_nanopore_preset	SRR17117123	13.60
pacbio_nanopore_preset	SRR17117164	17.87
pacbio_nanopore_preset	SRR17117182	23.26
pacbio_nanopore_preset	SRR17118586	29.01
pacbio_nanopore_preset	SRR17118588	24.28
pacbio_nanopore_preset	SRR17119282	18.90
pacbio_nanopore_preset	SRR17122010	17.57
pacbio_nanopore_preset	SRR17124527	22.74
pacbio_nanopore_preset	SRR17124529	17.06
pacbio_nanopore_preset	SRR17124558	23.65
pacbio_nanopore_preset	SRR17126946	19.66
pacbio_nanopore_preset	SRR17126948	13.28
pacbio_nanopore_preset	SRR17133875	23.36
pacbio_nanopore_preset	SRR17188519	83.73
pacbio_nanopore_preset	SRR17234886	0.00
pacbio_nanopore_preset	SRR17234888	0.00
pacbio_nanopore_preset	SRR17234894	0.00
pacbio_nanopore_preset	SRR17234895	0.00
pacbio_nanopore_preset	SRR17234896	0.00
pacbio_nanopore_preset	SRR17234900	0.00
pacbio_nanopore_preset	SRR17234903	0.00
pacbio_nanopore_preset	SRR17284493	1.24
pacbio_nanopore_preset	SRR17284691	4.27
pacbio_nanopore_preset	SRR17390676	49.58
pacbio_nanopore_preset	SRR17665523	31.20
pacbio_nanopore_preset	SRR17782760	19.63
pacbio_nanopore_preset	SRR17841630	28.37
pacbio_nanopore_preset	SRR17853485	31.20
pacbio_nanopore_preset	SRR17873538	6.71
pacbio_nanopore_preset	SRR18010266	40.73
pacbio_nanopore_preset	SRR18120112	21.07
pacbio_nanopore_preset	SRR18206676	9.87
pacbio_nanopore_preset	SRR18206677	6.87
pacbio_nanopore_preset	SRR18299176	17.85
pacbio_nanopore_preset	SRR18299177	20.47
pacbio_nanopore_preset	SRR18299183	18.58
pacbio_nanopore_preset	SRR18299185	20.48
pacbio_nanopore_preset	SRR18299186	15.91
pacbio_nanopore_preset	SRR18299189	18.65
pacbio_nanopore_preset	SRR18299192	20.45
pacbio_nanopore_preset	SRR18371756	15.72
pacbio_nanopore_preset	SRR18425953	29.49
pacbio_nanopore_preset	SRR18476736	13.86
pacbio_nanopore_preset	SRR18904150	35.26
pacbio_nanopore_preset	SRR18904155	41.55
pacbio_nanopore_preset	SRR18918020	2.35
pacbio_nanopore_preset	SRR19160253	38.92
pacbio_nanopore_preset	SRR19205248	6.61
pacbio_nanopore_preset	SRR19519852	31.40
pacbio_nanopore_preset	SRR19519855	21.74
pacbio_nanopore_preset	SRR19519856	28.13
